/m/0j11	180	AG.LND.TOTL.K2
/m/0j11	180	AG.LND.TOTL.K2
/m/0j11	180	AG.LND.TOTL.K2
/m/0j11	180	AG.LND.TOTL.K2
/m/0j11	180	AG.LND.TOTL.K2
/m/0j11	180	AG.LND.TOTL.K2
/m/0j11	180	AG.LND.TOTL.K2
/m/0j11	180	AG.LND.TOTL.K2
/m/0j11	180	AG.LND.TOTL.K2
/m/0j11	180	AG.LND.TOTL.K2
/m/0j11	180	AG.LND.TOTL.K2
/m/0j11	180	AG.LND.TOTL.K2
/m/0j11	180	AG.LND.TOTL.K2
/m/0j11	180	AG.LND.TOTL.K2
/m/0j11	180	AG.LND.TOTL.K2
/m/0j11	180	AG.LND.TOTL.K2
/m/0j11	180	AG.LND.TOTL.K2
/m/0j11	180	AG.LND.TOTL.K2
/m/0j11	180	AG.LND.TOTL.K2
/m/0j11	180	AG.LND.TOTL.K2
/m/0j11	180	AG.LND.TOTL.K2
/m/0j11	180	AG.LND.TOTL.K2
/m/0j11	180	AG.LND.TOTL.K2
/m/0j11	180	AG.LND.TOTL.K2
/m/0j11	180	AG.LND.TOTL.K2
/m/0j11	180	AG.LND.TOTL.K2
/m/0j11	180	AG.LND.TOTL.K2
/m/0j11	180	AG.LND.TOTL.K2
/m/0j11	180	AG.LND.TOTL.K2
/m/0j11	180	AG.LND.TOTL.K2
/m/0j11	180	AG.LND.TOTL.K2
/m/0j11	180	AG.LND.TOTL.K2
/m/0j11	180	AG.LND.TOTL.K2
/m/0j11	180	AG.LND.TOTL.K2
/m/0j11	180	AG.LND.TOTL.K2
/m/0j11	180	AG.LND.TOTL.K2
/m/0j11	180	AG.LND.TOTL.K2
/m/0j11	180	AG.LND.TOTL.K2
/m/0j11	180	AG.LND.TOTL.K2
/m/0j11	180	AG.LND.TOTL.K2
/m/0j11	180	AG.LND.TOTL.K2
/m/0j11	180	AG.LND.TOTL.K2
/m/0j11	180	AG.LND.TOTL.K2
/m/0j11	180	AG.LND.TOTL.K2
/m/0j11	180	AG.LND.TOTL.K2
/m/0j11	180	AG.LND.TOTL.K2
/m/0j11	180	AG.LND.TOTL.K2
/m/0j11	180	AG.LND.TOTL.K2
/m/0j11	180	AG.LND.TOTL.K2
/m/0j11	180	AG.LND.TOTL.K2
/m/0j11	180	AG.LND.TOTL.K2
/m/0j11	180	AG.LND.TOTL.K2
/m/0j11	180	AG.LND.TOTL.K2
/m/0j11	180	AG.LND.TOTL.K2
/m/0hg5	470	AG.LND.TOTL.K2
/m/0hg5	470	AG.LND.TOTL.K2
/m/0hg5	470	AG.LND.TOTL.K2
/m/0hg5	470	AG.LND.TOTL.K2
/m/0hg5	470	AG.LND.TOTL.K2
/m/0hg5	470	AG.LND.TOTL.K2
/m/0hg5	470	AG.LND.TOTL.K2
/m/0hg5	470	AG.LND.TOTL.K2
/m/0hg5	470	AG.LND.TOTL.K2
/m/0hg5	470	AG.LND.TOTL.K2
/m/0hg5	470	AG.LND.TOTL.K2
/m/0hg5	470	AG.LND.TOTL.K2
/m/0hg5	470	AG.LND.TOTL.K2
/m/0hg5	470	AG.LND.TOTL.K2
/m/0hg5	470	AG.LND.TOTL.K2
/m/0hg5	470	AG.LND.TOTL.K2
/m/0hg5	470	AG.LND.TOTL.K2
/m/0hg5	470	AG.LND.TOTL.K2
/m/0hg5	470	AG.LND.TOTL.K2
/m/0hg5	470	AG.LND.TOTL.K2
/m/0hg5	470	AG.LND.TOTL.K2
/m/0hg5	470	AG.LND.TOTL.K2
/m/0hg5	470	AG.LND.TOTL.K2
/m/0hg5	470	AG.LND.TOTL.K2
/m/0hg5	470	AG.LND.TOTL.K2
/m/0hg5	470	AG.LND.TOTL.K2
/m/0hg5	470	AG.LND.TOTL.K2
/m/0hg5	470	AG.LND.TOTL.K2
/m/0hg5	470	AG.LND.TOTL.K2
/m/0hg5	470	AG.LND.TOTL.K2
/m/0hg5	470	AG.LND.TOTL.K2
/m/0hg5	470	AG.LND.TOTL.K2
/m/0hg5	470	AG.LND.TOTL.K2
/m/0hg5	470	AG.LND.TOTL.K2
/m/0hg5	470	AG.LND.TOTL.K2
/m/0hg5	470	AG.LND.TOTL.K2
/m/0hg5	470	AG.LND.TOTL.K2
/m/0hg5	470	AG.LND.TOTL.K2
/m/0hg5	470	AG.LND.TOTL.K2
/m/0hg5	470	AG.LND.TOTL.K2
/m/0hg5	470	AG.LND.TOTL.K2
/m/0hg5	470	AG.LND.TOTL.K2
/m/0hg5	470	AG.LND.TOTL.K2
/m/0hg5	470	AG.LND.TOTL.K2
/m/0hg5	470	AG.LND.TOTL.K2
/m/0hg5	470	AG.LND.TOTL.K2
/m/0hg5	470	AG.LND.TOTL.K2
/m/0hg5	470	AG.LND.TOTL.K2
/m/0hg5	470	AG.LND.TOTL.K2
/m/0hg5	470	AG.LND.TOTL.K2
/m/0hg5	470	AG.LND.TOTL.K2
/m/0hg5	470	AG.LND.TOTL.K2
/m/0hg5	470	AG.LND.TOTL.K2
/m/0hg5	470	AG.LND.TOTL.K2
/m/0jdd	652860	AG.LND.TOTL.K2
/m/0jdd	652860	AG.LND.TOTL.K2
/m/0jdd	652860	AG.LND.TOTL.K2
/m/0jdd	652860	AG.LND.TOTL.K2
/m/0jdd	652860	AG.LND.TOTL.K2
/m/0jdd	652860	AG.LND.TOTL.K2
/m/0jdd	652860	AG.LND.TOTL.K2
/m/0jdd	652860	AG.LND.TOTL.K2
/m/0jdd	652860	AG.LND.TOTL.K2
/m/0jdd	652860	AG.LND.TOTL.K2
/m/0jdd	652860	AG.LND.TOTL.K2
/m/0jdd	652860	AG.LND.TOTL.K2
/m/0jdd	652860	AG.LND.TOTL.K2
/m/0jdd	652860	AG.LND.TOTL.K2
/m/0jdd	652860	AG.LND.TOTL.K2
/m/0jdd	652860	AG.LND.TOTL.K2
/m/0jdd	652860	AG.LND.TOTL.K2
/m/0jdd	652860	AG.LND.TOTL.K2
/m/0jdd	652860	AG.LND.TOTL.K2
/m/0jdd	652860	AG.LND.TOTL.K2
